,answers,question_id,respondent_id,col,row
629,"[{u'col': u'8047371716', u'row': u'8047371717'}]",701569455,3474794291,8047371716,8047371717
630,"[{u'col': u'8047372368', u'row': u'8047372369'}]",701569456,3474794291,8047372368,8047372369
631,"[{u'col': u'8047374071', u'row': u'8047374079'}]",701569457,3474794291,8047374071,8047374079
632,"[{u'col': u'8047375102', u'row': u'8047375103'}]",701569458,3474794291,8047375102,8047375103
633,[{u'row': u'8046374152'}],701541529,3474618594,,8046374152
634,[{u'row': u'8046074292'}],701542059,3474618594,,8046074292
635,[{u'row': u'8046076814'}],701542308,3474618594,,8046076814
636,[{u'row': u'8046079807'}],701542637,3474618594,,8046079807
637,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3474618594,8048406414,8048406417
638,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3474618594,8048406788,8048406792
639,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3474618594,8048407196,8048407198
640,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474618594,8048407399,8048407401
641,"[{u'col': u'8048407848', u'row': u'8048407851'}]",701545279,3474618594,8048407848,8048407851
642,"[{u'col': u'8048407993', u'row': u'8048407995'}]",701545540,3474618594,8048407993,8048407995
643,"[{u'col': u'8048408318', u'row': u'8048408320'}]",701545910,3474618594,8048408318,8048408320
644,"[{u'col': u'8048408630', u'row': u'8048408633'}]",701546058,3474618594,8048408630,8048408633
645,"[{u'col': u'8048408887', u'row': u'8048408891'}]",701546272,3474618594,8048408887,8048408891
646,"[{u'col': u'8048409176', u'row': u'8048409181'}]",701546480,3474618594,8048409176,8048409181
647,"[{u'col': u'8048409657', u'row': u'8048409661'}]",701546663,3474618594,8048409657,8048409661
648,"[{u'col': u'8048409809', u'row': u'8048409810'}]",701546895,3474618594,8048409809,8048409810
649,"[{u'col': u'8048410161', u'row': u'8048410166'}]",701547461,3474618594,8048410161,8048410166
650,"[{u'col': u'8048410388', u'row': u'8048410393'}]",701547599,3474618594,8048410388,8048410393
651,"[{u'col': u'8048410658', u'row': u'8048410659'}]",701547864,3474618594,8048410658,8048410659
652,"[{u'col': u'8048410866', u'row': u'8048410869'}]",701548022,3474618594,8048410866,8048410869
653,"[{u'col': u'8048411169', u'row': u'8048411171'}]",701548283,3474618594,8048411169,8048411171
654,"[{u'col': u'8048411661', u'row': u'8048411663'}]",701548637,3474618594,8048411661,8048411663
655,"[{u'col': u'8048411980', u'row': u'8048411982'}]",701548849,3474618594,8048411980,8048411982
656,"[{u'col': u'8048412080', u'row': u'8048412082'}]",701549063,3474618594,8048412080,8048412082
657,"[{u'col': u'8048412208', u'row': u'8048412209'}]",701549500,3474618594,8048412208,8048412209
658,"[{u'col': u'8048412430', u'row': u'8048412431'}]",701549775,3474618594,8048412430,8048412431
659,"[{u'col': u'8048412777', u'row': u'8048412782'}]",701549946,3474618594,8048412777,8048412782
660,"[{u'col': u'8048413031', u'row': u'8048413032'}]",701550120,3474618594,8048413031,8048413032
661,"[{u'col': u'8048413516', u'row': u'8048413520'}]",701550328,3474618594,8048413516,8048413520
662,"[{u'col': u'8048413726', u'row': u'8048413730'}]",701550505,3474618594,8048413726,8048413730
663,"[{u'col': u'8048414039', u'row': u'8048414042'}]",701550937,3474618594,8048414039,8048414042
664,"[{u'col': u'8048414250', u'row': u'8048414254'}]",701551109,3474618594,8048414250,8048414254
665,"[{u'col': u'8048414585', u'row': u'8048414586'}]",701551292,3474618594,8048414585,8048414586
666,"[{u'col': u'8048414798', u'row': u'8048414799'}]",701551484,3474618594,8048414798,8048414799
667,"[{u'col': u'8048431680', u'row': u'8048431685'}]",701555541,3474618594,8048431680,8048431685
668,"[{u'col': u'8046208653', u'row': u'8046208657'}]",701555721,3474618594,8046208653,8046208657
669,"[{u'col': u'8046210823', u'row': u'8046210827'}]",701555977,3474618594,8046210823,8046210827
670,"[{u'col': u'8046212220', u'row': u'8046212223'}]",701556123,3474618594,8046212220,8046212223
671,"[{u'col': u'8046215136', u'row': u'8046215141'}]",701556462,3474618594,8046215136,8046215141
672,"[{u'col': u'8046216757', u'row': u'8046216762'}]",701556602,3474618594,8046216757,8046216762
673,[{u'row': u'8050592278'}],701559548,3474618594,,8050592278
674,"[{u'col': u'8048439315', u'row': u'8048439316'}]",701561036,3474618594,8048439315,8048439316
675,"[{u'col': u'8048420637', u'row': u'8048420638'}]",701561447,3474618594,8048420637,8048420638
676,"[{u'col': u'8048420904', u'row': u'8048420905'}]",701561677,3474618594,8048420904,8048420905
677,"[{u'col': u'8048421263', u'row': u'8048421264'}]",701561901,3474618594,8048421263,8048421264
678,"[{u'col': u'8048421569', u'row': u'8048421570'}]",701562292,3474618594,8048421569,8048421570
679,"[{u'col': u'8048421948', u'row': u'8048421949'}]",701562604,3474618594,8048421948,8048421949
680,"[{u'col': u'8048422198', u'row': u'8048422199'}]",701562849,3474618594,8048422198,8048422199
681,"[{u'col': u'8048422332', u'row': u'8048422333'}]",701564205,3474618594,8048422332,8048422333
682,"[{u'col': u'8048422570', u'row': u'8048422571'}]",701564472,3474618594,8048422570,8048422571
683,"[{u'col': u'8048423517', u'row': u'8048423518'}]",701564776,3474618594,8048423517,8048423518
684,"[{u'col': u'8048423808', u'row': u'8048423809'}]",701564973,3474618594,8048423808,8048423809
685,"[{u'col': u'8048424102', u'row': u'8048424105'}]",701565269,3474618594,8048424102,8048424105
686,"[{u'col': u'8048424307', u'row': u'8048424309'}]",701565917,3474618594,8048424307,8048424309
687,"[{u'col': u'8048424723', u'row': u'8048424725'}]",701566191,3474618594,8048424723,8048424725
688,"[{u'col': u'8048425122', u'row': u'8048425123'}]",701566359,3474618594,8048425122,8048425123
689,"[{u'col': u'8048425427', u'row': u'8048425429'}]",701566586,3474618594,8048425427,8048425429
690,"[{u'col': u'8048425565', u'row': u'8048425571'}]",701566927,3474618594,8048425565,8048425571
691,"[{u'col': u'8048425927', u'row': u'8048425929'}]",701567149,3474618594,8048425927,8048425929
692,[{u'row': u'8050595697'}],701568899,3474618594,,8050595697
693,"[{u'col': u'8047383399', u'row': u'8047383400'}]",701568900,3474618594,8047383399,8047383400
694,"[{u'col': u'8047384067', u'row': u'8047384068'}]",701568901,3474618594,8047384067,8047384068
695,"[{u'col': u'8047385081', u'row': u'8047385082'}]",701568902,3474618594,8047385081,8047385082
696,"[{u'col': u'8047386222', u'row': u'8047386223'}]",701568903,3474618594,8047386222,8047386223
697,"[{u'col': u'8047387216', u'row': u'8047387217'}]",701568904,3474618594,8047387216,8047387217
698,"[{u'col': u'8047388291', u'row': u'8047388292'}]",701568905,3474618594,8047388291,8047388292
699,"[{u'col': u'8047390845', u'row': u'8047390846'}]",701568906,3474618594,8047390845,8047390846
700,"[{u'col': u'8047391475', u'row': u'8047391476'}]",701568907,3474618594,8047391475,8047391476
701,"[{u'col': u'8047393009', u'row': u'8047393010'}]",701568908,3474618594,8047393009,8047393010
702,"[{u'col': u'8047393795', u'row': u'8047393797'}]",701568909,3474618594,8047393795,8047393797
703,"[{u'col': u'8047394826', u'row': u'8047394827'}]",701568910,3474618594,8047394826,8047394827
704,"[{u'col': u'8047395469', u'row': u'8047395470'}]",701568911,3474618594,8047395469,8047395470
705,"[{u'col': u'8047396088', u'row': u'8047396089'}]",701568912,3474618594,8047396088,8047396089
706,"[{u'col': u'8047396530', u'row': u'8047396531'}]",701568913,3474618594,8047396530,8047396531
707,"[{u'col': u'8047397329', u'row': u'8047397330'}]",701568914,3474618594,8047397329,8047397330
708,"[{u'col': u'8047397955', u'row': u'8047397956'}]",701568915,3474618594,8047397955,8047397956
709,"[{u'col': u'8047398704', u'row': u'8047398711'}]",701568916,3474618594,8047398704,8047398711
710,"[{u'col': u'8047399272', u'row': u'8047399273'}]",701568917,3474618594,8047399272,8047399273
711,[{u'row': u'8048428303'}],701569440,3474618594,,8048428303
712,"[{u'col': u'8047355997', u'row': u'8047355998'}]",701569441,3474618594,8047355997,8047355998
713,"[{u'col': u'8047357088', u'row': u'8047357089'}]",701569442,3474618594,8047357088,8047357089
714,"[{u'col': u'8047357781', u'row': u'8047357782'}]",701569443,3474618594,8047357781,8047357782
715,"[{u'col': u'8047358544', u'row': u'8047358546'}]",701569444,3474618594,8047358544,8047358546
716,"[{u'col': u'8047359551', u'row': u'8047359553'}]",701569445,3474618594,8047359551,8047359553
717,"[{u'col': u'8047359948', u'row': u'8047359949'}]",701569446,3474618594,8047359948,8047359949
718,"[{u'col': u'8047360992', u'row': u'8047360993'}]",701569447,3474618594,8047360992,8047360993
719,"[{u'col': u'8047362402', u'row': u'8047362403'}]",701569448,3474618594,8047362402,8047362403
720,"[{u'col': u'8047364536', u'row': u'8047364537'}]",701569449,3474618594,8047364536,8047364537
721,"[{u'col': u'8047366261', u'row': u'8047366262'}]",701569450,3474618594,8047366261,8047366262
722,"[{u'col': u'8047367478', u'row': u'8047367479'}]",701569451,3474618594,8047367478,8047367479
723,"[{u'col': u'8047368370', u'row': u'8047368371'}]",701569452,3474618594,8047368370,8047368371
724,"[{u'col': u'8047369271', u'row': u'8047369272'}]",701569453,3474618594,8047369271,8047369272
725,"[{u'col': u'8047371083', u'row': u'8047371084'}]",701569454,3474618594,8047371083,8047371084
726,"[{u'col': u'8047371716', u'row': u'8047371717'}]",701569455,3474618594,8047371716,8047371717
727,"[{u'col': u'8047372368', u'row': u'8047372369'}]",701569456,3474618594,8047372368,8047372369
728,"[{u'col': u'8047374071', u'row': u'8047374079'}]",701569457,3474618594,8047374071,8047374079
729,"[{u'col': u'8047375101', u'row': u'8047375103'}]",701569458,3474618594,8047375101,8047375103
730,[{u'row': u'8046374152'}],701541529,3474575463,,8046374152
731,[{u'row': u'8046074292'}],701542059,3474575463,,8046074292
732,[{u'row': u'8046076814'}],701542308,3474575463,,8046076814
733,[{u'row': u'8046079807'}],701542637,3474575463,,8046079807
734,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3474575463,8048406414,8048406417
735,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3474575463,8048406788,8048406792
736,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3474575463,8048407197,8048407198
737,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474575463,8048407399,8048407401
738,"[{u'col': u'8048407848', u'row': u'8048407851'}]",701545279,3474575463,8048407848,8048407851
739,"[{u'col': u'8048407994', u'row': u'8048407995'}]",701545540,3474575463,8048407994,8048407995
740,"[{u'col': u'8048408315', u'row': u'8048408320'}]",701545910,3474575463,8048408315,8048408320
741,"[{u'col': u'8048408628', u'row': u'8048408633'}]",701546058,3474575463,8048408628,8048408633
742,"[{u'col': u'8048408886', u'row': u'8048408891'}]",701546272,3474575463,8048408886,8048408891
743,"[{u'col': u'8048409176', u'row': u'8048409181'}]",701546480,3474575463,8048409176,8048409181
744,"[{u'col': u'8048409656', u'row': u'8048409661'}]",701546663,3474575463,8048409656,8048409661
745,"[{u'col': u'8048409809', u'row': u'8048409810'}]",701546895,3474575463,8048409809,8048409810
746,"[{u'col': u'8048410161', u'row': u'8048410166'}]",701547461,3474575463,8048410161,8048410166
747,"[{u'col': u'8048410388', u'row': u'8048410393'}]",701547599,3474575463,8048410388,8048410393
748,"[{u'col': u'8048410658', u'row': u'8048410659'}]",701547864,3474575463,8048410658,8048410659
749,"[{u'col': u'8048410868', u'row': u'8048410869'}]",701548022,3474575463,8048410868,8048410869
750,"[{u'col': u'8048411169', u'row': u'8048411171'}]",701548283,3474575463,8048411169,8048411171
751,"[{u'col': u'8048411662', u'row': u'8048411663'}]",701548637,3474575463,8048411662,8048411663
752,"[{u'col': u'8048411978', u'row': u'8048411982'}]",701548849,3474575463,8048411978,8048411982
753,"[{u'col': u'8048412081', u'row': u'8048412082'}]",701549063,3474575463,8048412081,8048412082
754,"[{u'col': u'8048412204', u'row': u'8048412209'}]",701549500,3474575463,8048412204,8048412209
755,"[{u'col': u'8048412430', u'row': u'8048412431'}]",701549775,3474575463,8048412430,8048412431
756,"[{u'col': u'8048412777', u'row': u'8048412782'}]",701549946,3474575463,8048412777,8048412782
757,"[{u'col': u'8048413031', u'row': u'8048413032'}]",701550120,3474575463,8048413031,8048413032
758,"[{u'col': u'8048413515', u'row': u'8048413520'}]",701550328,3474575463,8048413515,8048413520
759,"[{u'col': u'8048413725', u'row': u'8048413730'}]",701550505,3474575463,8048413725,8048413730
760,"[{u'col': u'8048414041', u'row': u'8048414042'}]",701550937,3474575463,8048414041,8048414042
761,"[{u'col': u'8048414250', u'row': u'8048414254'}]",701551109,3474575463,8048414250,8048414254
762,"[{u'col': u'8048414585', u'row': u'8048414586'}]",701551292,3474575463,8048414585,8048414586
763,"[{u'col': u'8048414798', u'row': u'8048414799'}]",701551484,3474575463,8048414798,8048414799
764,"[{u'col': u'8048431682', u'row': u'8048431685'}]",701555541,3474575463,8048431682,8048431685
765,"[{u'col': u'8046208656', u'row': u'8046208657'}]",701555721,3474575463,8046208656,8046208657
766,"[{u'col': u'8046210826', u'row': u'8046210827'}]",701555977,3474575463,8046210826,8046210827
767,"[{u'col': u'8046212222', u'row': u'8046212223'}]",701556123,3474575463,8046212222,8046212223
768,"[{u'col': u'8046215140', u'row': u'8046215141'}]",701556462,3474575463,8046215140,8046215141
769,"[{u'col': u'8046216761', u'row': u'8046216762'}]",701556602,3474575463,8046216761,8046216762
770,[{u'row': u'8050592279'}],701559548,3474575463,,8050592279
771,[{u'row': u'8050595697'}],701568899,3474575463,,8050595697
772,[{u'row': u'8048428305'}],701569440,3474575463,,8048428305
773,[{u'row': u'8046374157'}],701541529,3474541819,,8046374157
774,[{u'row': u'8046074296'}],701542059,3474541819,,8046074296
775,[{u'row': u'8046076813'}],701542308,3474541819,,8046076813
776,[{u'row': u'8046079807'}],701542637,3474541819,,8046079807
777,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3474541819,8048406414,8048406417
778,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3474541819,8048406788,8048406792
779,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3474541819,8048407197,8048407198
780,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474541819,8048407399,8048407401
781,"[{u'col': u'8048407847', u'row': u'8048407851'}]",701545279,3474541819,8048407847,8048407851
782,"[{u'col': u'8048407993', u'row': u'8048407995'}]",701545540,3474541819,8048407993,8048407995
783,"[{u'col': u'8048408316', u'row': u'8048408320'}]",701545910,3474541819,8048408316,8048408320
784,"[{u'col': u'8048408628', u'row': u'8048408633'}]",701546058,3474541819,8048408628,8048408633
785,"[{u'col': u'8048408888', u'row': u'8048408891'}]",701546272,3474541819,8048408888,8048408891
786,"[{u'col': u'8048409178', u'row': u'8048409181'}]",701546480,3474541819,8048409178,8048409181
787,"[{u'col': u'8048409657', u'row': u'8048409661'}]",701546663,3474541819,8048409657,8048409661
788,"[{u'col': u'8048409808', u'row': u'8048409810'}]",701546895,3474541819,8048409808,8048409810
789,"[{u'col': u'8048410161', u'row': u'8048410166'}]",701547461,3474541819,8048410161,8048410166
790,"[{u'col': u'8048410389', u'row': u'8048410393'}]",701547599,3474541819,8048410389,8048410393
791,"[{u'col': u'8048410656', u'row': u'8048410659'}]",701547864,3474541819,8048410656,8048410659
792,"[{u'col': u'8048410868', u'row': u'8048410869'}]",701548022,3474541819,8048410868,8048410869
793,"[{u'col': u'8048411169', u'row': u'8048411171'}]",701548283,3474541819,8048411169,8048411171
794,"[{u'col': u'8048411661', u'row': u'8048411663'}]",701548637,3474541819,8048411661,8048411663
795,"[{u'col': u'8048411981', u'row': u'8048411982'}]",701548849,3474541819,8048411981,8048411982
796,"[{u'col': u'8048412080', u'row': u'8048412082'}]",701549063,3474541819,8048412080,8048412082
797,"[{u'col': u'8048412208', u'row': u'8048412209'}]",701549500,3474541819,8048412208,8048412209
798,"[{u'col': u'8048412429', u'row': u'8048412431'}]",701549775,3474541819,8048412429,8048412431
799,"[{u'col': u'8048412778', u'row': u'8048412782'}]",701549946,3474541819,8048412778,8048412782
800,"[{u'col': u'8048413031', u'row': u'8048413032'}]",701550120,3474541819,8048413031,8048413032
801,"[{u'col': u'8048413515', u'row': u'8048413520'}]",701550328,3474541819,8048413515,8048413520
802,"[{u'col': u'8048413727', u'row': u'8048413730'}]",701550505,3474541819,8048413727,8048413730
803,"[{u'col': u'8048414040', u'row': u'8048414042'}]",701550937,3474541819,8048414040,8048414042
804,"[{u'col': u'8048414251', u'row': u'8048414254'}]",701551109,3474541819,8048414251,8048414254
805,"[{u'col': u'8048414584', u'row': u'8048414586'}]",701551292,3474541819,8048414584,8048414586
806,"[{u'col': u'8048414797', u'row': u'8048414799'}]",701551484,3474541819,8048414797,8048414799
807,"[{u'col': u'8048431681', u'row': u'8048431685'}]",701555541,3474541819,8048431681,8048431685
808,"[{u'col': u'8046208656', u'row': u'8046208657'}]",701555721,3474541819,8046208656,8046208657
809,"[{u'col': u'8046210825', u'row': u'8046210827'}]",701555977,3474541819,8046210825,8046210827
810,"[{u'col': u'8046212221', u'row': u'8046212223'}]",701556123,3474541819,8046212221,8046212223
811,"[{u'col': u'8046215138', u'row': u'8046215141'}]",701556462,3474541819,8046215138,8046215141
812,"[{u'col': u'8046216760', u'row': u'8046216762'}]",701556602,3474541819,8046216760,8046216762
813,[{u'row': u'8050592275'}],701559548,3474541819,,8050592275
814,"[{u'col': u'8048439315', u'row': u'8048439316'}]",701561036,3474541819,8048439315,8048439316
815,"[{u'col': u'8048420637', u'row': u'8048420638'}]",701561447,3474541819,8048420637,8048420638
816,"[{u'col': u'8048420904', u'row': u'8048420905'}]",701561677,3474541819,8048420904,8048420905
817,"[{u'col': u'8048421263', u'row': u'8048421264'}]",701561901,3474541819,8048421263,8048421264
818,"[{u'col': u'8048421568', u'row': u'8048421570'}]",701562292,3474541819,8048421568,8048421570
819,"[{u'col': u'8048421947', u'row': u'8048421949'}]",701562604,3474541819,8048421947,8048421949
820,"[{u'col': u'8048422197', u'row': u'8048422199'}]",701562849,3474541819,8048422197,8048422199
821,"[{u'col': u'8048422332', u'row': u'8048422333'}]",701564205,3474541819,8048422332,8048422333
822,"[{u'col': u'8048422570', u'row': u'8048422571'}]",701564472,3474541819,8048422570,8048422571
823,"[{u'col': u'8048423517', u'row': u'8048423518'}]",701564776,3474541819,8048423517,8048423518
824,"[{u'col': u'8048423807', u'row': u'8048423809'}]",701564973,3474541819,8048423807,8048423809
825,"[{u'col': u'8048424103', u'row': u'8048424105'}]",701565269,3474541819,8048424103,8048424105
826,"[{u'col': u'8048424307', u'row': u'8048424309'}]",701565917,3474541819,8048424307,8048424309
827,"[{u'col': u'8048424723', u'row': u'8048424725'}]",701566191,3474541819,8048424723,8048424725
828,"[{u'col': u'8048425122', u'row': u'8048425123'}]",701566359,3474541819,8048425122,8048425123
829,"[{u'col': u'8048425428', u'row': u'8048425429'}]",701566586,3474541819,8048425428,8048425429
830,"[{u'col': u'8048425564', u'row': u'8048425571'}]",701566927,3474541819,8048425564,8048425571
831,"[{u'col': u'8048425928', u'row': u'8048425929'}]",701567149,3474541819,8048425928,8048425929
832,[{u'row': u'8050595697'}],701568899,3474541819,,8050595697
833,[{u'row': u'8048428303'}],701569440,3474541819,,8048428303
834,"[{u'col': u'8047355997', u'row': u'8047355998'}]",701569441,3474541819,8047355997,8047355998
835,"[{u'col': u'8047357088', u'row': u'8047357089'}]",701569442,3474541819,8047357088,8047357089
836,"[{u'col': u'8047357781', u'row': u'8047357782'}]",701569443,3474541819,8047357781,8047357782
837,"[{u'col': u'8047358544', u'row': u'8047358546'}]",701569444,3474541819,8047358544,8047358546
838,"[{u'col': u'8047359552', u'row': u'8047359553'}]",701569445,3474541819,8047359552,8047359553
839,"[{u'col': u'8047359948', u'row': u'8047359949'}]",701569446,3474541819,8047359948,8047359949
840,"[{u'col': u'8047360992', u'row': u'8047360993'}]",701569447,3474541819,8047360992,8047360993
841,"[{u'col': u'8047362402', u'row': u'8047362403'}]",701569448,3474541819,8047362402,8047362403
842,"[{u'col': u'8047364536', u'row': u'8047364537'}]",701569449,3474541819,8047364536,8047364537
843,"[{u'col': u'8047366261', u'row': u'8047366262'}]",701569450,3474541819,8047366261,8047366262
844,"[{u'col': u'8047367477', u'row': u'8047367479'}]",701569451,3474541819,8047367477,8047367479
845,"[{u'col': u'8047368370', u'row': u'8047368371'}]",701569452,3474541819,8047368370,8047368371
846,"[{u'col': u'8047369271', u'row': u'8047369272'}]",701569453,3474541819,8047369271,8047369272
847,"[{u'col': u'8047371082', u'row': u'8047371084'}]",701569454,3474541819,8047371082,8047371084
848,"[{u'col': u'8047371715', u'row': u'8047371717'}]",701569455,3474541819,8047371715,8047371717
849,"[{u'col': u'8047372367', u'row': u'8047372369'}]",701569456,3474541819,8047372367,8047372369
850,"[{u'col': u'8047374071', u'row': u'8047374079'}]",701569457,3474541819,8047374071,8047374079
851,"[{u'col': u'8047375102', u'row': u'8047375103'}]",701569458,3474541819,8047375102,8047375103
852,[{u'row': u'8046374152'}],701541529,3474448137,,8046374152
853,[{u'row': u'8046074292'}],701542059,3474448137,,8046074292
854,[{u'row': u'8046076814'}],701542308,3474448137,,8046076814
855,[{u'row': u'8046079807'}],701542637,3474448137,,8046079807
856,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3474448137,8048406414,8048406417
857,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3474448137,8048406789,8048406792
858,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3474448137,8048407196,8048407198
859,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474448137,8048407399,8048407401
860,"[{u'col': u'8048407847', u'row': u'8048407851'}]",701545279,3474448137,8048407847,8048407851
861,"[{u'col': u'8048407992', u'row': u'8048407995'}]",701545540,3474448137,8048407992,8048407995
862,"[{u'col': u'8048408316', u'row': u'8048408320'}]",701545910,3474448137,8048408316,8048408320
863,"[{u'col': u'8048408629', u'row': u'8048408633'}]",701546058,3474448137,8048408629,8048408633
864,"[{u'col': u'8048408886', u'row': u'8048408891'}]",701546272,3474448137,8048408886,8048408891
865,"[{u'col': u'8048409178', u'row': u'8048409181'}]",701546480,3474448137,8048409178,8048409181
866,"[{u'col': u'8048409656', u'row': u'8048409661'}]",701546663,3474448137,8048409656,8048409661
867,"[{u'col': u'8048409807', u'row': u'8048409810'}]",701546895,3474448137,8048409807,8048409810
868,"[{u'col': u'8048410161', u'row': u'8048410166'}]",701547461,3474448137,8048410161,8048410166
869,"[{u'col': u'8048410388', u'row': u'8048410393'}]",701547599,3474448137,8048410388,8048410393
870,"[{u'col': u'8048410866', u'row': u'8048410869'}]",701548022,3474448137,8048410866,8048410869
871,"[{u'col': u'8048411168', u'row': u'8048411171'}]",701548283,3474448137,8048411168,8048411171
872,"[{u'col': u'8048411660', u'row': u'8048411663'}]",701548637,3474448137,8048411660,8048411663
873,"[{u'col': u'8048411980', u'row': u'8048411982'}]",701548849,3474448137,8048411980,8048411982
874,"[{u'col': u'8048412079', u'row': u'8048412082'}]",701549063,3474448137,8048412079,8048412082
875,"[{u'col': u'8048412207', u'row': u'8048412209'}]",701549500,3474448137,8048412207,8048412209
876,"[{u'col': u'8048412429', u'row': u'8048412431'}]",701549775,3474448137,8048412429,8048412431
877,"[{u'col': u'8048412777', u'row': u'8048412782'}]",701549946,3474448137,8048412777,8048412782
878,"[{u'col': u'8048413030', u'row': u'8048413032'}]",701550120,3474448137,8048413030,8048413032
879,"[{u'col': u'8048413515', u'row': u'8048413520'}]",701550328,3474448137,8048413515,8048413520
880,"[{u'col': u'8048413729', u'row': u'8048413730'}]",701550505,3474448137,8048413729,8048413730
881,"[{u'col': u'8048414039', u'row': u'8048414042'}]",701550937,3474448137,8048414039,8048414042
882,"[{u'col': u'8048414250', u'row': u'8048414254'}]",701551109,3474448137,8048414250,8048414254
883,"[{u'col': u'8048414585', u'row': u'8048414586'}]",701551292,3474448137,8048414585,8048414586
884,"[{u'col': u'8048414797', u'row': u'8048414799'}]",701551484,3474448137,8048414797,8048414799
885,"[{u'col': u'8048431681', u'row': u'8048431685'}]",701555541,3474448137,8048431681,8048431685
886,"[{u'col': u'8046208652', u'row': u'8046208657'}]",701555721,3474448137,8046208652,8046208657
887,"[{u'col': u'8046210824', u'row': u'8046210827'}]",701555977,3474448137,8046210824,8046210827
888,"[{u'col': u'8046212219', u'row': u'8046212223'}]",701556123,3474448137,8046212219,8046212223
889,"[{u'col': u'8046215138', u'row': u'8046215141'}]",701556462,3474448137,8046215138,8046215141
890,"[{u'col': u'8046216759', u'row': u'8046216762'}]",701556602,3474448137,8046216759,8046216762
891,[{u'row': u'8050592278'}],701559548,3474448137,,8050592278
892,"[{u'col': u'8048439315', u'row': u'8048439316'}]",701561036,3474448137,8048439315,8048439316
893,"[{u'col': u'8048420637', u'row': u'8048420638'}]",701561447,3474448137,8048420637,8048420638
894,"[{u'col': u'8048420904', u'row': u'8048420905'}]",701561677,3474448137,8048420904,8048420905
895,"[{u'col': u'8048421263', u'row': u'8048421264'}]",701561901,3474448137,8048421263,8048421264
896,"[{u'col': u'8048421569', u'row': u'8048421570'}]",701562292,3474448137,8048421569,8048421570
897,"[{u'col': u'8048421948', u'row': u'8048421949'}]",701562604,3474448137,8048421948,8048421949
898,"[{u'col': u'8048422198', u'row': u'8048422199'}]",701562849,3474448137,8048422198,8048422199
899,"[{u'col': u'8048422332', u'row': u'8048422333'}]",701564205,3474448137,8048422332,8048422333
900,"[{u'col': u'8048422570', u'row': u'8048422571'}]",701564472,3474448137,8048422570,8048422571
901,"[{u'col': u'8048423517', u'row': u'8048423518'}]",701564776,3474448137,8048423517,8048423518
902,"[{u'col': u'8048423808', u'row': u'8048423809'}]",701564973,3474448137,8048423808,8048423809
903,"[{u'col': u'8048424104', u'row': u'8048424105'}]",701565269,3474448137,8048424104,8048424105
904,"[{u'col': u'8048424308', u'row': u'8048424309'}]",701565917,3474448137,8048424308,8048424309
905,"[{u'col': u'8048424724', u'row': u'8048424725'}]",701566191,3474448137,8048424724,8048424725
906,"[{u'col': u'8048425122', u'row': u'8048425123'}]",701566359,3474448137,8048425122,8048425123
907,"[{u'col': u'8048425428', u'row': u'8048425429'}]",701566586,3474448137,8048425428,8048425429
908,"[{u'col': u'8048425565', u'row': u'8048425571'}]",701566927,3474448137,8048425565,8048425571
909,"[{u'col': u'8048425927', u'row': u'8048425929'}]",701567149,3474448137,8048425927,8048425929
910,[{u'row': u'8050595690'}],701568899,3474448137,,8050595690
911,"[{u'col': u'8047383399', u'row': u'8047383400'}]",701568900,3474448137,8047383399,8047383400
912,"[{u'col': u'8047384067', u'row': u'8047384068'}]",701568901,3474448137,8047384067,8047384068
913,"[{u'col': u'8047385081', u'row': u'8047385082'}]",701568902,3474448137,8047385081,8047385082
914,"[{u'col': u'8047386222', u'row': u'8047386223'}]",701568903,3474448137,8047386222,8047386223
915,"[{u'col': u'8047387216', u'row': u'8047387217'}]",701568904,3474448137,8047387216,8047387217
916,"[{u'col': u'8047388291', u'row': u'8047388292'}]",701568905,3474448137,8047388291,8047388292
917,"[{u'col': u'8047390845', u'row': u'8047390846'}]",701568906,3474448137,8047390845,8047390846
918,"[{u'col': u'8047391475', u'row': u'8047391476'}]",701568907,3474448137,8047391475,8047391476
919,"[{u'col': u'8047393009', u'row': u'8047393010'}]",701568908,3474448137,8047393009,8047393010
920,"[{u'col': u'8047393795', u'row': u'8047393797'}]",701568909,3474448137,8047393795,8047393797
921,"[{u'col': u'8047394826', u'row': u'8047394827'}]",701568910,3474448137,8047394826,8047394827
922,"[{u'col': u'8047395469', u'row': u'8047395470'}]",701568911,3474448137,8047395469,8047395470
