,answers,question_id,respondent_id,col,row,heading,type.family,type.subtype,text_y,position_y,question_heading
355,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3473996226,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
356,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3473984055,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
357,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3473843369,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
358,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3473085361,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
359,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3472697336,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
360,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3471709160,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
361,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3471232645,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
362,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470906332,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
363,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470891561,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
364,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470850197,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
365,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470832454,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
366,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470722409,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
367,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470398091,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
368,"[{u'col': u'8048406414', u'row': u'8048406417'}]",701543957,3470220950,8048406414,8048406417,I am happy. ,matrix,rating,Sometimes,3.0,701543957_I am happy. 
369,"[{u'col': u'8048406416', u'row': u'8048406417'}]",701543957,3475188757,8048406416,8048406417,I am happy. ,matrix,rating,Very Often,5.0,701543957_I am happy. 
370,"[{u'col': u'8048406416', u'row': u'8048406417'}]",701543957,3471210102,8048406416,8048406417,I am happy. ,matrix,rating,Very Often,5.0,701543957_I am happy. 
371,"[{u'col': u'8048406416', u'row': u'8048406417'}]",701543957,3471140384,8048406416,8048406417,I am happy. ,matrix,rating,Very Often,5.0,701543957_I am happy. 
372,"[{u'col': u'8048406416', u'row': u'8048406417'}]",701543957,3470947152,8048406416,8048406417,I am happy. ,matrix,rating,Very Often,5.0,701543957_I am happy. 
373,"[{u'col': u'8048406416', u'row': u'8048406417'}]",701543957,3470258609,8048406416,8048406417,I am happy. ,matrix,rating,Very Often,5.0,701543957_I am happy. 
374,"[{u'col': u'8048406413', u'row': u'8048406417'}]",701543957,3470284672,8048406413,8048406417,I am happy. ,matrix,rating,Rarely,2.0,701543957_I am happy. 
375,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3476608302,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
376,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3475449067,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
377,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3474618594,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
378,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3474575463,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
379,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3474541819,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
380,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3473964533,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
381,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3473964152,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
382,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3473067435,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
383,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3471232645,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
384,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3471180758,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
385,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3470849534,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
386,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3470398091,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
387,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3470258609,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
388,"[{u'col': u'8048406788', u'row': u'8048406792'}]",701544253,3470253432,8048406788,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Rarely,2.0,701544253_I am preoccupied with more than one person I help. 
389,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3476473331,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
390,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3476261511,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
391,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3476136366,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
392,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3475874211,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
393,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3474794291,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
394,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3474448137,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
395,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3473831485,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
396,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3473230773,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
397,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3471210102,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
398,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3470906332,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
399,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3470891561,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
400,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3470850197,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
401,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3470816455,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
402,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3470284672,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
403,"[{u'col': u'8048406789', u'row': u'8048406792'}]",701544253,3470220950,8048406789,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Sometimes,3.0,701544253_I am preoccupied with more than one person I help. 
404,"[{u'col': u'8048406787', u'row': u'8048406792'}]",701544253,3475188757,8048406787,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Never,1.0,701544253_I am preoccupied with more than one person I help. 
405,"[{u'col': u'8048406787', u'row': u'8048406792'}]",701544253,3473984055,8048406787,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Never,1.0,701544253_I am preoccupied with more than one person I help. 
406,"[{u'col': u'8048406787', u'row': u'8048406792'}]",701544253,3471140384,8048406787,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Never,1.0,701544253_I am preoccupied with more than one person I help. 
407,"[{u'col': u'8048406787', u'row': u'8048406792'}]",701544253,3470947152,8048406787,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Never,1.0,701544253_I am preoccupied with more than one person I help. 
408,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3474149564,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
409,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3473996226,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
410,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3473085361,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
411,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3472697336,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
412,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3471709160,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
413,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3470902797,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
414,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3470832454,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
415,"[{u'col': u'8048406790', u'row': u'8048406792'}]",701544253,3470722409,8048406790,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Often,4.0,701544253_I am preoccupied with more than one person I help. 
416,"[{u'col': u'8048406791', u'row': u'8048406792'}]",701544253,3473843369,8048406791,8048406792,I am preoccupied with more than one person I help. ,matrix,rating,Very Often,5.0,701544253_I am preoccupied with more than one person I help. 
417,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3476608302,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
418,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3476473331,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
419,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3476136366,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
420,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3475874211,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
421,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3475449067,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
422,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3474618594,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
423,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3474448137,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
424,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3474149564,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
425,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3473964533,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
426,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3473964152,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
427,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3473831485,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
428,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3473230773,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
429,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3473067435,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
430,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3472697336,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
431,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3470907035,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
432,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3470902797,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
433,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3470891561,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
434,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3470849534,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
435,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3470398091,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
436,"[{u'col': u'8048407196', u'row': u'8048407198'}]",701544459,3470253432,8048407196,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Often,4.0,701544459_I get satisfaction from being able to help people. 
437,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3476261511,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
438,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3475188757,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
439,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3474794291,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
440,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3474575463,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
441,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3474541819,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
442,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3473996226,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
443,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3473085361,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
444,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3471232645,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
445,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3471210102,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
446,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3471180758,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
447,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3471140384,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
448,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3470947152,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
449,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3470722409,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
450,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3470284672,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
451,"[{u'col': u'8048407197', u'row': u'8048407198'}]",701544459,3470258609,8048407197,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Very Often,5.0,701544459_I get satisfaction from being able to help people. 
452,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3473984055,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
453,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3473843369,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
454,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3471709160,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
455,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3470906332,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
456,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3470850197,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
457,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3470832454,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
458,"[{u'col': u'8048407195', u'row': u'8048407198'}]",701544459,3470816455,8048407195,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Sometimes,3.0,701544459_I get satisfaction from being able to help people. 
459,"[{u'col': u'8048407194', u'row': u'8048407198'}]",701544459,3470220950,8048407194,8048407198,I get satisfaction from being able to help people. ,matrix,rating,Rarely,2.0,701544459_I get satisfaction from being able to help people. 
460,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3476608302,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
461,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3476473331,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
462,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3476136366,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
463,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474794291,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
464,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474618594,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
465,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474575463,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
466,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474541819,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
467,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474448137,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
468,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3474149564,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
469,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3473964152,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
470,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3473843369,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
471,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3473831485,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
472,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3473230773,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
473,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3473085361,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
474,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3473067435,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
475,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3472697336,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
476,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3471180758,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
477,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3470902797,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
478,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3470891561,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
479,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3470849534,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
480,"[{u'col': u'8048407399', u'row': u'8048407401'}]",701545007,3470253432,8048407399,8048407401,I feel connected to others. ,matrix,rating,Often,4.0,701545007_I feel connected to others. 
481,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3476261511,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
482,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3475874211,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
483,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3475449067,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
484,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3475188757,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
485,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3473964533,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
486,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3471232645,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
487,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3471210102,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
488,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3471140384,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
489,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3470947152,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
490,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3470832454,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
491,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3470284672,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
492,"[{u'col': u'8048407400', u'row': u'8048407401'}]",701545007,3470258609,8048407400,8048407401,I feel connected to others. ,matrix,rating,Very Often,5.0,701545007_I feel connected to others. 
493,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3473996226,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
494,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3473984055,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
495,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3470907035,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
496,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3470906332,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
497,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3470850197,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
498,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3470816455,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
499,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3470722409,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
500,"[{u'col': u'8048407398', u'row': u'8048407401'}]",701545007,3470398091,8048407398,8048407401,I feel connected to others. ,matrix,rating,Sometimes,3.0,701545007_I feel connected to others. 
